,symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
6,CARG,2019-06-30,36.02,111299345.0,4009002406.9000006,27842000.0,0.0,3981160406.9000006
5,CARG,2019-09-30,30.95,111662949.0,3455968271.5499997,29514000.0,0.0,3426454271.5499997
4,CARG,2019-12-31,35.18,112023661.0,3940992393.98,59920000.0,0.0,3881072393.98
3,CARG,2020-03-31,18.94,112355093.0,2128005461.42,74451000.0,0.0,2053554461.42
2,CARG,2020-06-30,25.35,112734393.0,2857816862.55,133199000.0,0.0,2724617862.55
1,CARG,2020-09-30,21.629999,113027995.0,2444795418.8220053,245941000.0,0.0,2198854418.8220053
0,CARG,2020-12-31,31.73,113386809.0,3597763449.57,190299000.0,0.0,3407464449.57
12,CASA,2017-12-31,18.55,40407000.0,749549850.0,260820000.0,297615000.0,786344850.0
11,CASA,2018-03-31,28.91,81629000.0,2359894390.0,307095000.0,297076000.0,2349875390.0
10,CASA,2018-06-30,16.33,83257000.0,1359586809.9999998,342925000.0,296536000.0,1313197809.9999998
9,CASA,2018-09-30,15.07,86167000.0,1298536690.0,308350000.0,295997000.0,1286183690.0
8,CASA,2018-12-31,13.13,83060000.0,1090577800.0,280587000.0,295459000.0,1105449800.0
7,CASA,2019-03-31,8.49,83323000.0,707412270.0,264411000.0,294915000.0,737916270.0
6,CASA,2019-06-30,6.38,83884000.0,535179920.0,130510000.0,294368000.0,699037920.0
5,CASA,2019-09-30,7.855,84068000.0,660354140.0,123570000.0,293823000.0,830607140.0
4,CASA,2019-12-31,4.09,84126000.0,344075340.0,113638000.0,293280000.0,523717340.0
3,CASA,2020-03-31,3.5,83990000.0,293965000.0,134752000.0,292731000.0,451944000.0
2,CASA,2020-06-30,4.16,83068000.0,345562880.0,149148000.0,292179000.0,488593880.0
1,CASA,2020-09-30,4.03,83302000.0,335707060.0,156191000.0,291724000.0,471240060.0
0,CASA,2020-12-31,6.17,83550000.0,515503500.0,157455000.0,291256000.0,649304500.0
12,CCMP,2017-12-31,96.410004,25326000.0,2441679761.304,377230000.0,140716000.0,2205165761.304
11,CCMP,2018-03-31,103.010002,25593000.0,2636334981.186,461434000.0,137498000.0,2312398981.186
10,CCMP,2018-06-30,107.559998,25612000.0,2754826668.776,186124000.0,1473000.0,2570175668.776
9,CCMP,2018-09-30,103.379997,25515000.0,2637740623.455,352921000.0,1487000.0,2286306623.455
8,CCMP,2018-12-31,95.349998,27157000.0,2589419895.686,208880000.0,1044830000.0,3425369895.686
7,CCMP,2019-03-31,115.260002,28998000.0,3342309537.996,192260000.0,1000589000.0,4150638537.996
6,CCMP,2019-06-30,113.75,29064000.0,3306030000.0,168678000.0,943683000.0,4081035000.0
5,CCMP,2019-09-30,141.210007,29084000.0,4106951843.588,188495000.0,941776000.0,4860232843.587999
4,CCMP,2019-12-31,144.320007,29137000.0,4205052043.959,194328000.0,937191000.0,4947915043.959
3,CCMP,2020-03-31,114.139999,29287000.0,3342818150.7130003,340702000.0,1075267000.0,4077383150.7130003
2,CCMP,2020-06-30,139.539993,29079000.0,4057683456.4470005,354708000.0,1076004000.0,4778979456.4470005
1,CCMP,2020-09-30,142.809998,29079000.0,4152771931.842,257354000.0,921414000.0,4816831931.842
0,CCMP,2020-12-31,151.300003,29123000.0,4406309987.369,278895000.0,919484000.0,5046898987.369
12,CCRN,2017-12-31,12.92,35760000.0,462019200.0,25537000.0,99134000.0,535616200.0
11,CCRN,2018-03-31,10.71,35803000.0,383450130.00000006,32621000.0,97939000.0,448768130.00000006
10,CCRN,2018-06-30,11.25,35652000.0,401085000.0,32559000.0,96744000.0,465270000.0
9,CCRN,2018-09-30,8.38,35594000.0,298277720.0,28065000.0,90586000.0,360798720.0
8,CCRN,2018-12-31,7.33,35582000.0,260816060.0,16019000.0,83179000.0,327976060.0
7,CCRN,2019-03-31,7.31,35700000.0,260967000.0,18286000.0,75489000.0,318170000.0
6,CCRN,2019-06-30,9.42,35824000.0,337462080.0,24830000.0,70613000.0,383245080.0
5,CCRN,2019-09-30,10.3,35865000.0,369409500.0,9458000.0,70556000.0,430507500.0
4,CCRN,2019-12-31,11.62,35869000.0,416797780.0,1032000.0,70974000.0,486739780.0
3,CCRN,2020-03-31,6.74,35873000.0,241784020.0,12599000.0,67648000.0,296833020.0
2,CCRN,2020-06-30,6.16,36123000.0,222517680.0,6234000.0,49101000.0,265384680.0
1,CCRN,2020-09-30,6.49,36176000.0,234782240.0,3446000.0,60770000.0,292106240.0
0,CCRN,2020-12-31,8.87,36177000.0,320889990.0,1600000.0,61069000.0,380358990.0
11,CDLX,2018-03-31,14.2,13093000.0,185920600.0,89785000.0,58476000.0,154611600.0
10,CDLX,2018-06-30,21.76,20300000.0,441728000.00000006,50468000.0,47449000.0,438709000.00000006
9,CDLX,2018-09-30,23.12,20970000.0,484826400.0,47812000.0,46815000.0,483829400.0
8,CDLX,2018-12-31,10.83,21760000.0,235660800.0,39623000.0,46714000.0,242751800.0
7,CDLX,2019-03-31,17.05,22503000.0,383676150.0,36428000.0,46713000.0,393961150.0
6,CDLX,2019-06-30,28.51,22731000.0,648060810.0,32495000.0,36703000.0,652268810.0
5,CDLX,2019-09-30,33.52,23561000.0,789764720.0000001,95184000.0,42000.0,694622720.0000001
4,CDLX,2019-12-31,62.86,26361538.0,1657086278.68,104458000.0,37000.0,1552665278.68
3,CDLX,2020-03-31,34.96,26725000.0,934306000.0,102174000.0,0.0,832132000.0
2,CDLX,2020-06-30,69.98,27072000.0,1894498560.0,98370000.0,0.0,1796128560.0
1,CDLX,2020-09-30,70.57,27072000.0,1910471039.9999998,287639000.0,3678000.0,1626510039.9999998
0,CDLX,2020-12-31,142.770004,27072000.0,3865069548.288,293239000.0,174035000.0,3745865548.288
0,CERT,2020-12-31,33.720001,0.0,0.0,271382000.0,298780000.0,27398000.0
12,CEVA,2017-12-31,46.450001,9040000.0,419908009.04,21739000.0,0.0,398169009.04
11,CEVA,2018-03-31,35.900002,9040000.0,324536018.08,18382000.0,0.0,306154018.08
10,CEVA,2018-06-30,30.200001,9040000.0,273008009.04,10700000.0,0.0,262308009.04000002
9,CEVA,2018-09-30,28.940001,9040000.0,261617609.04,9212000.0,0.0,252405609.04
8,CEVA,2018-12-31,22.09,9040000.0,199693600.0,22260000.0,0.0,177433600.0
7,CEVA,2019-03-31,27.290001,9040000.0,246701609.04,21469000.0,0.0,225232609.04
6,CEVA,2019-06-30,24.65,9040000.0,222836000.0,24527000.0,0.0,198309000.0
5,CEVA,2019-09-30,29.860001,9040000.0,269934409.04,14851000.0,0.0,255083409.04000002
4,CEVA,2019-12-31,26.959999,9040000.0,243718390.96,22803000.0,0.0,220915390.96
3,CEVA,2020-03-31,24.93,9040000.0,225367200.0,22903000.0,0.0,202464200.0
2,CEVA,2020-06-30,37.419998,9040000.0,338276781.92,29979000.0,0.0,308297781.92
1,CEVA,2020-09-30,39.369999,9040000.0,355904790.96,22067000.0,0.0,333837790.96
0,CEVA,2020-12-31,45.5,22249000.0,1012329500.0,21143000.0,0.0,991186500.0
5,CHNG,2019-06-30,14.4,0.0,0.0,3409000.0,0.0,-3409000.0
4,CHNG,2019-09-30,12.08,142223836.0,1718063938.88,3409000.0,42538000.0,1757192938.88
3,CHNG,2019-12-31,16.39,143392295.0,2350199715.05,3409000.0,39018000.0,2385808715.05
2,CHNG,2020-03-31,9.99,186342936.0,1861565930.64,410405000.0,4989073000.0,6440233930.64
1,CHNG,2020-06-30,11.2,320052943.0,3584592961.6,178351000.0,5056854000.0,8463095961.6
0,CHNG,2020-09-30,14.51,320638116.0,4652459063.16,167477000.0,5014225000.0,9499207063.16
12,CHX,2017-12-31,0.62,77842000.0,48262040.0,23712000.0,0.0,24550040.0
11,CHX,2018-03-31,38.0,77340000.0,2938920000.0,17122000.0,0.0,2921798000.0
10,CHX,2018-06-30,41.75,77340000.0,3228945000.0,30833000.0,707337000.0,3905449000.0
9,CHX,2018-09-30,43.759998,77340000.0,3384398245.32,18014000.0,683206000.0,4049590245.32
8,CHX,2018-12-31,27.08,77342000.0,2094421359.9999998,41832000.0,658623000.0,2711212360.0
7,CHX,2019-03-31,41.66,77640000.0,3234482399.9999995,28354000.0,634040000.0,3840168399.9999995
6,CHX,2019-06-30,33.82,77632000.0,2625514240.0,24336000.0,609457000.0,3210635240.0
5,CHX,2019-09-30,27.049999,77573000.0,2098349572.427,40627000.0,584874000.0,2642596572.427
4,CHX,2019-12-31,33.779999,77460000.0,2616598722.54,35290000.0,555291000.0,3136599722.54
3,CHX,2020-03-31,5.75,77477000.0,445492750.0,53636000.0,555453000.0,947309750.0
2,CHX,2020-06-30,9.76,115149000.0,1123854240.0,141895000.0,1103383000.0,2085342240.0
1,CHX,2020-09-30,7.99,131064000.0,1047201360.0,171462000.0,1021160000.0,1896899360.0
0,CHX,2020-12-31,15.3,199913000.0,3058668900.0,201421000.0,932614000.0,3789861900.0
12,CLSK,2017-12-31,24.4,3350039.0,81740951.6,41912.0,300000.0,81999039.6
11,CLSK,2018-03-31,15.7,3376678.0,53013844.599999994,172222.0,300000.0,53141622.599999994
10,CLSK,2018-06-30,22.5,3486499.0,78446227.5,17481.0,300000.0,78728746.5
9,CLSK,2018-09-30,55.799999,3486499.0,194546640.713501,412777.0,150000.0,194283863.713501
8,CLSK,2018-12-31,20.5,3652827.0,74882953.5,4622728.0,0.0,70260225.5
7,CLSK,2019-03-31,34.299999,4121963.0,141383326.778037,1565261.0,212674.0,140030739.778037
6,CLSK,2019-06-30,18.4,4418343.0,81297511.19999999,8016078.0,1507292.0,74788725.19999999
5,CLSK,2019-09-30,8.5,4418343.0,37555915.5,7838857.0,3046321.0,32763379.5
4,CLSK,2019-12-31,5.35,4781075.0,25578751.25,6376557.0,4822290.0,24024484.25
3,CLSK,2020-03-31,1.183,5135802.0,6075653.766,4506510.0,6233402.0,7802545.766
2,CLSK,2020-06-30,2.59,11119288.0,28798955.919999998,1955776.0,1590457.0,28433636.919999998
1,CLSK,2020-09-30,12.49,9550626.0,119287318.74,3126202.0,1491169.0,117652285.74
0,CLSK,2020-12-31,29.049999,22146992.0,643370095.4530079,25631913.0,1353667.0,619091849.4530079
12,CMTL,2018-01-31,21.629999,23816000.0,515140056.184,40472000.0,191436000.0,666104056.184
11,CMTL,2018-04-30,30.59,23834000.0,729082060.0,44173000.0,179067000.0,863976060.0
10,CMTL,2018-07-31,33.599998,23857000.0,801595152.286,43484000.0,165298000.0,923409152.286
9,CMTL,2018-10-31,27.92,23999000.0,670052080.0,42943000.0,193400000.0,820509080.0
8,CMTL,2019-01-31,24.969999,24034000.0,600128955.9660001,45997000.0,174500000.0,728631955.9660001
7,CMTL,2019-04-30,23.530001,24192000.0,569237784.1919999,45152000.0,173500000.0,697585784.1919999
6,CMTL,2019-07-31,29.76,24270000.0,722275200.0,45576000.0,165000000.0,841699200.0
5,CMTL,2019-10-31,34.950001,24555000.0,858197274.5550001,46873000.0,169000000.0,980324274.5550001
4,CMTL,2020-01-31,28.91,24659000.0,712891690.0,46471000.0,158000000.0,824420690.0
3,CMTL,2020-04-30,18.51,24982000.0,462416820.00000006,50634000.0,159400000.0,571182820.0
2,CMTL,2020-07-31,16.42,25001000.0,410516420.00000006,47878000.0,149500000.0,512138420.00000006
1,CMTL,2020-10-31,14.4,25305000.0,364392000.0,32468000.0,225055000.0,556979000.0
0,CMTL,2021-01-31,22.219999,25305000.0,562277074.695,30934000.0,225211000.0,756554074.695
12,COMM,2017-12-31,38.2,190826000.0,7289553200.000001,453977000.0,4369401000.0,11204977200.0
11,COMM,2018-03-31,39.46,191366000.0,7551302360.0,472733000.0,4371821000.0,11450390360.0
10,COMM,2018-06-30,29.205,192162000.0,5612091210.0,545701000.0,4374209000.0,9440599210.0
9,COMM,2018-09-30,29.79,192219000.0,5726204010.0,352397000.0,3983790000.0,9357597010.0
8,COMM,2018-12-31,16.39,192456000.0,3154353840.0,458195000.0,3985904000.0,6682062840.0
7,COMM,2019-03-31,22.23,192800000.0,4285944000.0,176400000.0,7459600000.0,11569144000.0
6,COMM,2019-06-30,16.22,193600000.0,3140192000.0,348000000.0,10326500000.0,13118692000.0
5,COMM,2019-09-30,11.76,194100000.0,2282616000.0,609100000.0,10133200000.0,11806716000.0
4,COMM,2019-12-31,14.19,194400000.0,2758536000.0,598200000.0,9832400000.0,11992736000.0
3,COMM,2020-03-31,9.11,194900000.0,1775539000.0,394300000.0,9730700000.0,11111939000.0
2,COMM,2020-06-30,8.33,195900000.0,1631847000.0,823400000.0,9978800000.0,10787247000.0
1,COMM,2020-09-30,9.0,196900000.0,1772100000.0,582800000.0,9621300000.0,10810600000.0
0,COMM,2020-12-31,13.4,199400000.0,2671960000.0,521900000.0,9520600000.0,11670660000.0
12,CPSI,2017-12-31,29.9,13450000.0,402155000.0,520000.0,142434000.0,544069000.0
11,CPSI,2018-03-31,28.75,13475000.0,387406250.0,1727000.0,142056000.0,527735250.0
10,CPSI,2018-06-30,32.900002,13561000.0,446156927.122,1492000.0,138981000.0,583645927.122
9,CPSI,2018-09-30,26.48,13604000.0,360233920.0,5175000.0,137525000.0,492583920.0
8,CPSI,2018-12-31,25.1,13606000.0,341510600.0,5732000.0,131069000.0,466847600.0
7,CPSI,2019-03-31,29.540001,13656000.0,403398253.656,4409000.0,124045000.0,523034253.656
6,CPSI,2019-06-30,27.870001,13794000.0,384438793.79399997,6849000.0,129823000.0,507412793.79399997
5,CPSI,2019-09-30,22.610001,13829000.0,312673703.829,3988000.0,120970000.0,429655703.829
4,CPSI,2019-12-31,26.4,13830000.0,365112000.0,7357000.0,107863000.0,465618000.0
3,CPSI,2020-03-31,22.25,13904000.0,309364000.0,4280000.0,101755000.0,406839000.0
2,CPSI,2020-06-30,22.790001,14067000.0,320586944.06700003,18668000.0,102106000.0,404024944.06700003
1,CPSI,2020-09-30,27.610001,14095000.0,389162964.095,11777000.0,89681000.0,467066964.095
0,CPSI,2020-12-31,26.84,14095000.0,378309800.0,12671000.0,76817000.0,442455800.0
5,CRNC,2019-09-30,17.25,36391445.0,627752426.25,0.0,0.0,627752426.25
4,CRNC,2019-12-31,22.63,35995355.0,814574883.65,113396000.0,248422000.0,949600883.65
3,CRNC,2020-03-31,15.4,36441350.0,561196790.0,95584000.0,247375000.0,712987790.0
2,CRNC,2020-06-30,40.84,36509000.0,1491027560.0000002,132844000.0,273422000.0,1631605560.0000002
1,CRNC,2020-09-30,48.869999,36765000.0,1796705513.235,136067000.0,273122000.0,1933760513.235
0,CRNC,2020-12-31,100.480003,37180000.0,3735846511.54,110360000.0,272269000.0,3897755511.54
1,CRSR,2020-09-30,20.1,84871000.0,1705907100.0000002,116185000.0,740180000.0,2329902100.0
0,CRSR,2020-12-31,36.220001,91923000.0,3329451151.9230003,129543000.0,336850000.0,3536758151.9230003
12,CRUS,2017-12-30,51.86,65600000.0,3402016000.0,226600000.0,0.0,3175416000.0
11,CRUS,2018-03-31,38.55,62654000.0,2415311700.0,235604000.0,0.0,2179707700.0
10,CRUS,2018-06-30,38.33,61462000.0,2355838460.0,186459000.0,0.0,2169379460.0
9,CRUS,2018-09-29,38.6,62400000.0,2408640000.0,195900000.0,0.0,2212740000.0
8,CRUS,2018-12-29,33.15,60783000.0,2014956450.0,219319000.0,0.0,1795637450.0
7,CRUS,2019-03-30,42.07,60104000.0,2528575280.0,216172000.0,0.0,2312403280.0
6,CRUS,2019-06-29,43.7,60258000.0,2633274600.0,198077000.0,0.0,2435197600.0
5,CRUS,2019-09-28,53.2,60213000.0,3203331600.0,221937000.0,0.0,2981394600.0
4,CRUS,2019-12-28,83.36,60492000.0,5042613120.0,342301000.0,0.0,4700312120.0
3,CRUS,2020-03-28,61.92,60663000.0,3756252960.0,292119000.0,0.0,3464133960.0
2,CRUS,2020-06-27,58.52,60280000.0,3527585600.0,285922000.0,143514000.0,3385177600.0
1,CRUS,2020-09-26,63.02,58252000.0,3671041040.0,247536000.0,142564000.0,3566069040.0
0,CRUS,2020-12-26,81.989998,58252000.0,4776081363.496,327294000.0,144122000.0,4592909363.496
12,CSGS,2017-12-31,44.299999,32512000.0,1440281567.488,122243000.0,331736000.0,1649774567.488
11,CSGS,2018-03-31,44.790001,32528000.0,1456929152.5279999,147503000.0,362259000.0,1671685152.5279999
10,CSGS,2018-06-30,40.869999,32589000.0,1331912397.411,119671000.0,361404000.0,1573645397.411
9,CSGS,2018-09-30,39.450001,32507000.0,1282401182.507,197172000.0,360609000.0,1445838182.507
8,CSGS,2018-12-31,31.77,32329000.0,1027092330.0,139277000.0,359826000.0,1247641330.0
7,CSGS,2019-03-31,43.48,32128000.0,1396925440.0,123572000.0,359056000.0,1632409440.0
6,CSGS,2019-06-30,48.82,32093000.0,1566780260.0,113777000.0,358298000.0,1811301260.0
5,CSGS,2019-09-30,51.68,32016000.0,1654586880.0,160630000.0,357553000.0,1851509880.0
4,CSGS,2019-12-31,51.779999,31967000.0,1655251228.033,156548000.0,356822000.0,1855525228.033
3,CSGS,2020-03-31,41.849998,31994000.0,1338948836.012,107744000.0,356103000.0,1587307836.012
2,CSGS,2020-06-30,41.389999,32100000.0,1328618967.9,144019000.0,354462000.0,1539061967.9
1,CSGS,2020-09-30,40.950001,32115000.0,1315109282.115,174489000.0,352832000.0,1493452282.115
0,CSGS,2020-12-31,45.07,32115000.0,1447423050.0,188699000.0,351217000.0,1609941050.0
12,CSOD,2017-12-31,35.09,57826000.0,2029114340.0000002,393576000.0,533193000.0,2168731340.0
11,CSOD,2018-03-31,38.79,57425000.0,2227515750.0,413345000.0,536753000.0,2350923750.0
10,CSOD,2018-06-30,47.43,57844000.0,2743540920.0,450931000.0,539961000.0,2832570920.0
9,CSOD,2018-09-30,55.17,58699000.0,3238423830.0,136558000.0,287956000.0,3389821830.0
8,CSOD,2018-12-31,50.43,58649000.0,2957669070.0,183596000.0,288967000.0,3063040070.0
7,CSOD,2019-03-31,54.61,59141000.0,3229690010.0,357015000.0,289994000.0,3162669010.0
6,CSOD,2019-06-30,57.92,59715000.0,3458692800.0,395106000.0,291038000.0,3354624800.0
5,CSOD,2019-09-30,54.82,60652000.0,3324942640.0,218738000.0,292097000.0,3398301640.0
4,CSOD,2019-12-31,58.55,60813000.0,3560601150.0,215907000.0,293174000.0,3637868150.0
3,CSOD,2020-03-31,31.75,61631000.0,1956784250.0,456154000.0,294264000.0,1794894250.0
2,CSOD,2020-06-30,38.56,63593000.0,2452146080.0,136492000.0,1232353000.0,3548007080.0
1,CSOD,2020-09-30,36.360001,64375000.0,2340675064.375,170937000.0,1234693000.0,3404431064.375
0,CSOD,2020-12-31,44.040001,64717000.0,2850136744.717,153151000.0,1186286000.0,3883271744.717
12,CVLT,2017-12-31,53.0,45291000.0,2400423000.0,314494000.0,0.0,2085929000.0
11,CVLT,2018-03-31,63.4,44945000.0,2849513000.0,330784000.0,0.0,2518729000.0
10,CVLT,2018-06-30,65.85,45450000.0,2992882499.9999995,351912000.0,0.0,2640970499.9999995
9,CVLT,2018-09-30,67.83,45880000.0,3112040400.0,353181000.0,0.0,2758859400.0
8,CVLT,2018-12-31,59.09,46074000.0,2722512660.0,327398000.0,0.0,2395114660.0
7,CVLT,2019-03-31,65.62,45901000.0,3012023620.0,327992000.0,0.0,2684031620.0
6,CVLT,2019-06-30,49.82,45451000.0,2264368820.0,320821000.0,0.0,1943547820.0
5,CVLT,2019-09-30,44.71,45277000.0,2024334670.0,377625000.0,0.0,1646709670.0
4,CVLT,2019-12-31,44.64,46028000.0,2054689920.0,272025000.0,0.0,1782664920.0
3,CVLT,2020-03-31,40.48,46420000.0,1879081599.9999998,288082000.0,0.0,1590999599.9999998
2,CVLT,2020-06-30,38.7,46191000.0,1787591700.0000002,345432000.0,0.0,1442159700.0000002
1,CVLT,2020-09-30,40.799999,46516000.0,1897852753.484,383153000.0,0.0,1514699753.484
0,CVLT,2020-12-31,55.369999,46516000.0,2575590873.484,377569000.0,0.0,2198021873.484
0,DCBO,2020-12-31,65.089996,28748652.0,1871249643.685392,219658000.0,15000.0,1651606643.685392
12,DCT,2015-12-31,37.37,88182000.0,3295361340.0,18412000.0,140000000.0,3416949340.0
11,DCT,2016-03-31,39.47,88384000.0,3488516480.0,14230000.0,322000000.0,3796286480.0
10,DCT,2016-06-30,48.04,89066000.0,4278730640.0,33403000.0,266000000.0,4511327640.0
9,DCT,2016-09-30,48.55,89464000.0,4343477200.0,7073000.0,0.0,4336404200.0
8,DCT,2016-12-31,47.88,89867000.0,4302831960.0,10286000.0,150000000.0,4442545960.0
7,DCT,2017-03-31,48.12,91751000.0,4415058120.0,12353000.0,214000000.0,4616705120.0
6,DCT,2017-06-30,53.44,92030000.0,4918083200.0,17229000.0,266000000.0,5166854200.0
5,DCT,2017-09-30,57.92,92351000.0,5348969920.0,13446000.0,412000000.0,5747523920.0
4,DCT,2017-12-31,58.03,92574000.0,5372069220.0,10522000.0,468000000.0,5829547220.0
3,DCT,2018-03-31,55.19,93812000.0,5177484280.0,12371000.0,528000000.0,5693113280.0
2,DCT,2018-06-30,66.73,93956000.0,6269683880.0,19843000.0,648000000.0,6897840880.0
1,DCT,2020-08-31,38.990002,130713745.0,5096529178.977489,389878000.0,0.0,4706651178.977489
0,DCT,2020-11-30,39.759998,130713745.0,5197178239.772511,361160000.0,0.0,4836018239.772511
12,DGII,2017-12-31,9.9,26748000.0,264805200.0,45610000.0,0.0,219195200.0
11,DGII,2018-03-31,10.2,27084000.0,276256800.0,52391000.0,0.0,223865800.0
10,DGII,2018-06-30,13.2,27177000.0,358736400.0,47694000.0,0.0,311042400.0
9,DGII,2018-09-30,13.09,27323000.0,357658070.0,58014000.0,0.0,299644070.0
8,DGII,2018-12-31,10.09,27513000.0,277606170.0,72222000.0,0.0,205384170.0
7,DGII,2019-03-31,12.68,27866000.0,353340880.0,69593000.0,0.0,283747880.0
6,DGII,2019-06-30,12.8,28072000.0,359321600.0,84094000.0,0.0,275227600.0
5,DGII,2019-09-30,13.62,28172000.0,383702640.0,92792000.0,0.0,290910640.0
4,DGII,2019-12-31,17.72,28467000.0,504435239.99999994,49072000.0,107442000.0,562805240.0
3,DGII,2020-03-31,9.54,28881000.0,275524740.0,58086000.0,106945000.0,324383740.0
2,DGII,2020-06-30,11.65,28972000.0,337523800.0,55085000.0,76449000.0,358887800.0
1,DGII,2020-09-30,15.63,29079000.0,454504770.0,54129000.0,60952000.0,461327770.0
0,DGII,2020-12-31,18.9,29374000.0,555168600.0,49263000.0,45455000.0,551360600.0
12,DIOD,2017-12-31,29.26,49391000.0,1445180660.0,203820000.0,268128000.0,1509488660.0
11,DIOD,2018-03-31,29.69,49337000.0,1464815530.0,182411000.0,221800000.0,1504204530.0
10,DIOD,2018-06-30,34.47,49680000.0,1712469600.0,152403000.0,185838000.0,1745904600.0
9,DIOD,2018-09-30,33.03,50115000.0,1655298450.0,150274000.0,166272000.0,1671296450.0
8,DIOD,2018-12-31,32.26,50221000.0,1620129460.0,241053000.0,213756000.0,1592832460.0
7,DIOD,2019-03-31,36.17,50398000.0,1822895660.0,301167000.0,215781000.0,1737509660.0
6,DIOD,2019-06-30,36.74,50658000.0,1861174920.0,235352000.0,171907000.0,1797729920.0
5,DIOD,2019-09-30,40.15,50998000.0,2047569700.0,218349000.0,119471000.0,1948691700.0
4,DIOD,2019-12-31,56.37,51086000.0,2879717820.0,258390000.0,97506000.0,2718833820.0
3,DIOD,2020-03-31,40.64,51335000.0,2086254400.0,269516000.0,80687000.0,1897425400.0
2,DIOD,2020-06-30,50.7,51527000.0,2612418900.0,503206000.0,295323000.0,2404535900.0
1,DIOD,2020-09-30,56.450001,51825000.0,2925521301.825,587643000.0,345744000.0,2683622301.825
0,DIOD,2020-12-31,70.5,49340000.0,3478470000.0,268065000.0,450602000.0,3661007000.0
12,DMRC,2017-12-31,35.5,11046000.0,392133000.0,40823000.0,0.0,351310000.0
11,DMRC,2018-03-31,23.4,11266000.0,263624399.99999997,48449000.0,0.0,215175399.99999997
10,DMRC,2018-06-30,26.799999,11337000.0,303831588.663,35071000.0,0.0,268760588.663
9,DMRC,2018-09-30,31.700001,11394000.0,361189811.394,33775000.0,0.0,327414811.394
8,DMRC,2018-12-31,14.5,11443000.0,165923500.0,27278000.0,0.0,138645500.0
7,DMRC,2019-03-31,32.880001,11487000.0,377692571.487,24275000.0,0.0,353417571.487
6,DMRC,2019-06-30,45.610001,11665000.0,532040661.66499996,33166000.0,0.0,498874661.66499996
5,DMRC,2019-09-30,39.09,11924000.0,466109160.00000006,16414000.0,0.0,449695160.00000006
4,DMRC,2019-12-31,33.560001,11967000.0,401612531.967,11213000.0,0.0,390399531.967
3,DMRC,2020-03-31,13.05,12037000.0,157082850.0,10250000.0,0.0,146832850.0
2,DMRC,2020-06-30,15.99,12108000.0,193606920.0,11934000.0,5040000.0,186712920.0
1,DMRC,2020-09-30,22.33,12241000.0,273341530.0,45461000.0,5053000.0,232933530.0
0,DMRC,2020-12-31,47.240002,15222000.0,719087310.444,19696000.0,1118000.0,700509310.444
10,DOMO,2018-07-31,16.610001,10509000.0,174554500.509,238802000.0,97103000.0,32855500.509000003
9,DOMO,2018-10-31,16.23,26338000.0,427465740.0,205999000.0,98094000.0,319560740.0
8,DOMO,2019-01-31,27.0,26461000.0,714447000.0,176973000.0,97245000.0,634719000.0
7,DOMO,2019-04-30,38.310001,26966000.0,1033067486.966,90763000.0,98156000.0,1040460486.966
6,DOMO,2019-07-31,27.74,27418000.0,760575320.0,97939000.0,99113000.0,761749320.0
5,DOMO,2019-10-31,16.08,27638000.0,444419039.99999994,93511000.0,100086000.0,450994039.99999994
4,DOMO,2020-01-31,24.219999,28450000.0,689058971.5500001,80843000.0,101074000.0,709289971.5500001
3,DOMO,2020-04-30,19.450001,28450000.0,553352528.45,75543000.0,102056000.0,579865528.45
2,DOMO,2020-07-31,32.18,29001000.0,933252180.0,78455000.0,103075000.0,957872180.0
1,DOMO,2020-10-31,31.77,29533000.0,938263410.0,83813000.0,98548000.0,952998410.0
0,DOMO,2021-01-31,66.129997,30230000.0,1999109809.3100002,90794000.0,99609000.0,2007924809.3100002
12,DSGX,2017-10-31,29.05,0.0,0.0,33288000.0,55000000.0,21712000.0
11,DSGX,2018-01-31,28.35,0.0,0.0,35145000.0,37000000.0,1855000.0
10,DSGX,2018-04-30,29.55,0.0,0.0,36210000.0,51241000.0,15031000.0
9,DSGX,2018-07-31,31.9,0.0,0.0,34068000.0,58839000.0,24771000.0
8,DSGX,2018-10-31,30.59,76854000.0,2350963860.0,32760000.0,50590000.0,2368793860.0
7,DSGX,2019-01-31,31.06,77149000.0,2396247940.0,27298000.0,25464000.0,2394413940.0
6,DSGX,2019-04-30,39.98,77149000.0,3084417019.9999995,29550000.0,242670000.0,3297537019.9999995
5,DSGX,2019-07-31,36.3,81049000.0,2942078700.0,27362000.0,22755000.0,2937471700.0
4,DSGX,2019-10-31,38.91,84136000.0,3273731759.9999995,28848000.0,9274000.0,3254157759.9999995
3,DSGX,2020-01-31,44.81,84156000.0,3771030360.0,44403000.0,0.0,3726627360.0
2,DSGX,2020-04-30,42.08,84156000.0,3541284480.0,55976000.0,9701000.0,3495009480.0
1,DSGX,2020-07-31,56.33,84316000.0,4749520280.0,81862000.0,0.0,4667658280.0
0,DSGX,2020-10-31,53.759998,84316000.0,4532827991.368,114416000.0,0.0,4418411991.368
