,symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
1,OMCL,2020-09-30,74.660004,42802000.0,3195597491.208,629171000.0,462115000.0,3028541491.208
0,OMCL,2020-12-31,120.019997,42510000.0,5102050072.47,485928000.0,484909000.0,5101031072.47
12,OSIS,2017-12-31,65.12,18978031.0,1235849378.72,211973000.0,442460000.0,1466336378.72
11,OSIS,2018-03-31,62.0,18065430.0,1120056660.0,194001000.0,477281000.0,1403336660.0
10,OSIS,2018-06-30,77.33,18032374.0,1394443481.42,84814000.0,364242000.0,1673871481.42
9,OSIS,2018-09-30,75.22,18153123.0,1365477912.06,86411000.0,419284000.0,1698350912.06
8,OSIS,2018-12-31,73.3,18020907.0,1320932483.1,95967000.0,404291000.0,1629256483.1
7,OSIS,2019-03-31,88.76,18100841.0,1606630647.16,107649000.0,381113000.0,1880094647.16
6,OSIS,2019-06-30,115.2,18167020.0,2092840704.0,96316000.0,346556000.0,2343080704.0
5,OSIS,2019-09-30,101.56,18167020.0,1845042551.2,85142000.0,355808000.0,2115708551.2
4,OSIS,2019-12-31,100.74,18267574.0,1840275404.76,95056000.0,354163000.0,2099382404.76
3,OSIS,2020-03-31,68.92,18010625.0,1241292275.0,101026000.0,360680000.0,1500946275.0
2,OSIS,2020-06-30,74.64,18011982.0,1344414336.48,76102000.0,326998000.0,1595310336.48
1,OSIS,2020-09-30,77.610001,18051000.0,1400938128.0509999,76925000.0,321254000.0,1645267128.0509999
0,OSIS,2020-12-31,93.220001,17924000.0,1670875297.924,72575000.0,290614000.0,1888914297.924
12,OSPN,2017-12-31,14.1,39829000.0,561588900.0,78661000.0,0.0,482927900.0
11,OSPN,2018-03-31,12.6,39910000.0,502866000.0,126484000.0,0.0,376382000.0
10,OSPN,2018-06-30,19.65,39908000.0,784192200.0,101432000.0,0.0,682760200.0
9,OSPN,2018-09-30,18.99,39922000.0,758118779.9999999,91935000.0,0.0,666183779.9999999
8,OSPN,2018-12-31,12.95,39957000.0,517443150.0,76708000.0,0.0,440735150.0
7,OSPN,2019-03-31,19.22,40036000.0,769491920.0,69907000.0,0.0,699584920.0
6,OSPN,2019-06-30,14.0,40038000.0,560532000.0,49126000.0,0.0,511406000.0
5,OSPN,2019-09-30,14.5,40062000.0,580899000.0,54889000.0,0.0,526010000.0
4,OSPN,2019-12-31,17.12,40076000.0,686101120.0,84282000.0,0.0,601819120.0
3,OSPN,2020-03-31,18.15,40127000.0,728305050.0,79624000.0,0.0,648681050.0
2,OSPN,2020-06-30,27.93,40028000.0,1117982040.0,83984000.0,0.0,1033998040.0
1,OSPN,2020-09-30,20.959999,40033000.0,839091639.967,85931000.0,0.0,753160639.967
0,OSPN,2020-12-31,20.68,39990000.0,826993200.0,88394000.0,3320000.0,741919200.0
12,PCTY,2017-12-31,47.73,52502000.0,2505920460.0,111027000.0,0.0,2394893460.0
11,PCTY,2018-03-31,50.03,52615000.0,2632328450.0,129530000.0,0.0,2502798450.0
10,PCTY,2018-06-30,58.86,52699000.0,3101863140.0,137193000.0,0.0,2964670140.0
9,PCTY,2018-09-30,78.85,52865000.0,4168405249.9999995,63662000.0,0.0,4104743249.9999995
8,PCTY,2018-12-31,60.21,52842000.0,3181616820.0,84114000.0,0.0,3097502820.0
7,PCTY,2019-03-31,89.27,52934000.0,4725418180.0,90856000.0,0.0,4634562180.0
6,PCTY,2019-06-30,97.02,53017000.0,5143709340.0,132476000.0,0.0,5011233340.0
5,PCTY,2019-09-30,97.58,53287000.0,5199745460.0,100529000.0,0.0,5099216460.0
4,PCTY,2019-12-31,120.82,53542000.0,6468944440.0,75900000.0,0.0,6393044440.0
3,PCTY,2020-03-31,88.32,53629000.0,4736513280.0,114325000.0,0.0,4622188280.0
2,PCTY,2020-06-30,145.89,53731000.0,7838815589.999999,250851000.0,100000000.0,7687964589.999999
1,PCTY,2020-09-30,161.419998,54015000.0,8719101191.97,221514000.0,100000000.0,8597587191.97
0,PCTY,2020-12-31,205.910004,54305000.0,11181942767.22,218696000.0,100000000.0,11063246767.22
12,PDFS,2017-12-31,16.4,31971000.0,524324399.99999994,101267000.0,0.0,423057399.99999994
11,PDFS,2018-03-31,11.33,32168000.0,364463440.0,98522000.0,0.0,265941440.0
10,PDFS,2018-06-30,11.98,31962000.0,382904760.0,100916000.0,0.0,281988760.0
9,PDFS,2018-09-30,8.9,32184000.0,286437600.0,96788000.0,0.0,189649600.0
8,PDFS,2018-12-31,8.43,32306000.0,272339580.0,96089000.0,0.0,176250580.0
7,PDFS,2019-03-31,12.46,32485000.0,404763100.0,90415000.0,0.0,314348100.0
6,PDFS,2019-06-30,13.57,32339000.0,438840230.0,86817000.0,0.0,352023230.0
5,PDFS,2019-09-30,13.07,32392000.0,423363440.0,100259000.0,0.0,323104440.0
4,PDFS,2019-12-31,16.89,32429000.0,547725810.0,97605000.0,0.0,450120810.0
3,PDFS,2020-03-31,11.72,32703000.0,383279160.0,100385000.0,0.0,282894160.0
2,PDFS,2020-06-30,19.56,32886000.0,643250160.0,103441000.0,0.0,539809160.0
1,PDFS,2020-09-30,18.709999,35479000.0,663812054.521,118386000.0,8527000.0,553953054.521
0,PDFS,2020-12-31,21.6,36727000.0,793303200.0,30315000.0,28000.0,763016200.0
12,PEGA,2017-12-31,48.0,77944000.0,3741312000.0,162279000.0,0.0,3579033000.0
11,PEGA,2018-03-31,59.75,78236000.0,4674601000.0,165790000.0,0.0,4508811000.0
10,PEGA,2018-06-30,54.799999,78635000.0,4309197921.365,144291000.0,0.0,4164906921.365
9,PEGA,2018-09-30,61.66,78700000.0,4852642000.0,106195000.0,0.0,4746447000.0
8,PEGA,2018-12-31,47.830002,78680000.0,3763264557.36,114422000.0,0.0,3648842557.36
7,PEGA,2019-03-31,66.709999,78584000.0,5242338561.415999,110367000.0,0.0,5131971561.415999
6,PEGA,2019-06-30,72.400002,78987000.0,5718658957.974,95500000.0,0.0,5623158957.974
5,PEGA,2019-09-30,68.050003,79200000.0,5389560237.6,92104000.0,0.0,5297456237.6
4,PEGA,2019-12-31,79.650002,79430000.0,6326599658.86,68363000.0,0.0,6258236658.86
3,PEGA,2020-03-31,71.230003,79808000.0,5684724079.424,538142000.0,505108000.0,5651690079.424
2,PEGA,2020-06-30,101.169998,80224000.0,8116261919.552001,512111000.0,509423000.0,8113573919.552001
1,PEGA,2020-09-30,121.040001,80537000.0,9748198560.537,281218000.0,513794000.0,9980774560.537
0,PEGA,2020-12-31,133.259995,80770000.0,10763409796.15,171899000.0,518212000.0,11109722796.15
12,PFPT,2017-12-31,92.13,45424000.0,4184913120.0,286072000.0,197858000.0,4096699120.0
11,PFPT,2018-03-31,112.46,50504000.0,5679679840.0,101411000.0,200911000.0,5779179840.0
10,PFPT,2018-06-30,115.31,50935000.0,5873314850.0,114225000.0,204011000.0,5963100850.0
9,PFPT,2018-09-30,101.85,52184000.0,5314940400.0,160561000.0,0.0,5154379400.0
8,PFPT,2018-12-31,83.81,54805000.0,4593207050.0,185392000.0,0.0,4407815050.0
7,PFPT,2019-03-31,121.91,55335000.0,6745889850.0,216586000.0,0.0,6529303850.0
6,PFPT,2019-06-30,121.85,55768000.0,6795330800.0,149697000.0,0.0,6645633800.0
5,PFPT,2019-09-30,129.05,56014000.0,7228606700.000001,1020183000.0,741367000.0,6949790700.000001
4,PFPT,2019-12-31,114.78,56474000.0,6482085720.0,847555000.0,749620000.0,6384150720.0
3,PFPT,2020-03-31,102.59,56974000.0,5844962660.0,921743000.0,757965000.0,5681184660.0
2,PFPT,2020-06-30,111.12,57369000.0,6374843280.0,961356000.0,766403000.0,6179890280.0
1,PFPT,2020-09-30,105.550003,57616000.0,6081368972.848001,1019523000.0,774934000.0,5836779972.848001
0,PFPT,2020-12-31,136.410004,57616000.0,7859398790.463999,910279000.0,785219000.0,7734338790.463999
12,PLAB,2018-01-28,8.4,69400000.0,582960000.0,348600000.0,57400000.0,291760000.0
11,PLAB,2018-04-29,7.65,75200000.0,575280000.0,321200000.0,0.0,254080000.0
10,PLAB,2018-07-29,8.8,75300000.0,662640000.0,332700000.0,0.0,329940000.0
9,PLAB,2018-10-31,9.74,67894000.0,661287560.0,329277000.0,57453000.0,389463560.0
8,PLAB,2019-01-27,10.52,67047000.0,705334440.0,232448000.0,28204000.0,501090440.0
7,PLAB,2019-04-28,9.43,70597000.0,665729710.0,167066000.0,35921000.0,534584710.0
6,PLAB,2019-07-28,9.75,66570000.0,649057500.0,197243000.0,46915000.0,498729500.0
5,PLAB,2019-10-31,11.8,66230000.0,781514000.0,206530000.0,52760000.0,627744000.0
4,PLAB,2020-02-02,13.11,66449000.0,871146390.0,218309000.0,46424000.0,699261390.0
3,PLAB,2020-05-03,11.19,65417000.0,732016230.0,237790000.0,45641000.0,539867230.0
2,PLAB,2020-08-02,12.17,65247000.0,794055990.0,260597000.0,44270000.0,577728990.0
1,PLAB,2020-10-31,9.75,65247000.0,636158250.0,278665000.0,22648000.0,380141250.0
0,PLAB,2021-01-31,11.68,62475000.0,729708000.0,278539000.0,101625000.0,552794000.0
12,PLUS,2017-12-31,75.449997,13851000.0,1045057908.4469999,76105000.0,139250000.0,1108202908.447
11,PLUS,2018-03-31,75.550003,13620000.0,1028991040.86,118198000.0,164387000.0,1075180040.8600001
10,PLUS,2018-06-30,94.099998,13434000.0,1264139373.132,57480000.0,184175000.0,1390834373.132
9,PLUS,2018-09-30,89.709999,13494000.0,1210546726.506,75647000.0,186057000.0,1320956726.506
8,PLUS,2018-12-31,71.169998,13471000.0,958731043.0580001,84334000.0,191125000.0,1065522043.0580001
7,PLUS,2019-03-31,90.790001,13391000.0,1215768903.391,79816000.0,164730000.0,1300682903.391
6,PLUS,2019-06-30,71.190002,13356000.0,950813666.7120001,35604000.0,208958000.0,1124167666.7120001
5,PLUS,2019-09-30,76.089996,13312000.0,1012910026.752,55832000.0,215680000.0,1172758026.7519999
4,PLUS,2019-12-31,84.290001,13320000.0,1122742813.32,59555000.0,212857000.0,1276044813.32
3,PLUS,2020-03-31,62.619999,13318000.0,833973146.682,86231000.0,200174000.0,947916146.682
2,PLUS,2020-06-30,70.68,13322000.0,941598960.0000001,144382000.0,274139000.0,1071355960.0000001
1,PLUS,2020-09-30,73.199997,13372000.0,978830359.884,161081000.0,259310000.0,1077059359.8839998
0,PLUS,2020-12-31,87.949997,13332000.0,1172549360.004,86463000.0,245417000.0,1331503360.004
12,PLXS,2017-12-30,60.72,33600000.0,2040192000.0,506700000.0,179907000000.0,181440492000.0
11,PLXS,2018-03-31,58.74,33538000.0,1970022120.0,402470000.0,207989000.0,1775541120.0
10,PLXS,2018-06-30,59.54,32796000.0,1952673840.0,332723000.0,186569000.0,1806519840.0
9,PLXS,2018-09-29,58.51,35800000.0,2094658000.0,297300000.0,188632000.0,1985990000.0
8,PLXS,2018-12-29,50.2,32286000.0,1620757200.0,188799000.0,196200000.0,1628158200.0
7,PLXS,2019-03-30,60.95,31385000.0,1912915750.0,184028000.0,280317000.0,2009204750.0
6,PLXS,2019-06-29,58.37,30635000.0,1788164950.0,198395000.0,326557000.0,1916326950.0
5,PLXS,2019-09-28,62.56,30036000.0,1879052160.0,223761000.0,287980000.0,1943271160.0
4,PLXS,2020-01-04,76.14,30065000.0,2289149100.0,252914000.0,254674000.0,2290909100.0
3,PLXS,2020-04-04,50.34,29925000.0,1506424500.0,225830000.0,294207000.0,1574801500.0
2,PLXS,2020-07-04,67.41,29793000.0,2008346130.0,296545000.0,334619000.0,2046420130.0
1,PLXS,2020-10-03,70.949997,29793000.0,2113813260.6209998,385807000.0,293658000.0,2021664260.6209998
0,PLXS,2021-01-02,79.120003,29793000.0,2357222249.3789997,356724000.0,296816000.0,2297314249.3789997
12,PRGS,2017-11-30,41.34,47489000.0,1963195260.0000002,133464000.0,121909000.0,1951640260.0000002
11,PRGS,2018-02-28,46.869999,46529000.0,2180814183.471,117111000.0,120454000.0,2184157183.471
10,PRGS,2018-05-31,37.880001,45531000.0,1724714325.531,97121000.0,118999000.0,1746592325.531
9,PRGS,2018-08-31,40.93,45130000.0,1847170900.0,98697000.0,117544000.0,1866017900.0
8,PRGS,2018-11-30,35.16,45055000.0,1584133799.9999998,105126000.0,116089000.0,1595096799.9999998
7,PRGS,2019-02-28,36.779999,44956000.0,1653481635.044,106516000.0,114635000.0,1661600635.044
6,PRGS,2019-05-31,40.959999,44611000.0,1827266515.3890002,103249000.0,298196000.0,2022213515.3890002
5,PRGS,2019-08-31,37.779999,44716000.0,1689370435.284,124020000.0,296458000.0,1861808435.284
4,PRGS,2019-11-30,42.009998,44882000.0,1885492730.236,154259000.0,294719000.0,2025952730.236
3,PRGS,2020-02-29,37.290001,44897000.0,1674209174.8969998,161094000.0,292981000.0,1806096174.8969998
2,PRGS,2020-05-31,41.5,44889000.0,1862893500.0,193222000.0,291242000.0,1960913500.0
1,PRGS,2020-08-31,37.889999,45036000.0,1706413994.9640002,220575000.0,287622000.0,1773460994.9640002
0,PRGS,2020-11-30,40.099998,45036000.0,1805943509.928,97990000.0,36484000.0,1744437509.928
10,PS,2018-06-30,24.45,91741000.0,2243067450.0,213600000.0,7500000.0,2036967450.0
9,PS,2018-09-30,31.1,62472000.0,1942879200.0,208626000.0,7500000.0,1741753200.0
8,PS,2018-12-31,23.549999,63494000.0,1495283636.506,194306000.0,15777000.0,1316754636.506
7,PS,2019-03-31,31.459999,75927000.0,2388663344.073,736566000.0,501237000.0,2153334344.073
6,PS,2019-06-30,30.98,97608000.0,3023895840.0,260313000.0,519583000.0,3283165840.0
5,PS,2019-09-30,16.795,101407000.0,1703130565.0000002,120871000.0,501881000.0,2084140565.0000002
4,PS,2019-12-31,17.209999,102747000.0,1768275767.253,90515000.0,470228000.0,2147988767.2530003
3,PS,2020-03-31,10.98,104631000.0,1148848380.0,94476000.0,476819000.0,1531191380.0
2,PS,2020-06-30,18.049999,107153000.0,1934111542.847,87982000.0,483503000.0,2329632542.847
1,PS,2020-09-30,17.129999,115196000.0,1973307364.8040001,100882000.0,565748000.0,2438173364.804
0,PS,2020-12-31,20.959999,120133000.0,2517987559.867,134395000.0,497305000.0,2880897559.867
0,PUBM,2020-12-31,27.959999,0.0,0.0,81188000.0,0.0,-81188000.0
12,QADA,2017-07-31,31.35,19210571.0,602251400.85,149202000.0,13996000.0,467045400.85
11,QADA,2017-10-31,37.0,19243480.0,712008760.0,140027000.0,13888000.0,585869760.0
10,QADA,2018-01-31,43.099998,19249895.0,829670436.00021,147023000.0,13779000.0,696426436.00021
9,QADA,2018-04-30,44.900002,19424272.0,872149851.648544,144389000.0,13665000.0,741425851.648544
8,QADA,2018-07-31,49.799999,19614030.0,976778674.38597,139528000.0,13551000.0,850801674.38597
7,QADA,2018-10-31,42.43,19625013.0,832689301.59,138080000.0,13438000.0,708047301.59
6,QADA,2019-01-31,42.16,19627454.0,827493460.64,139413000.0,13323000.0,701403460.64
5,QADA,2019-04-30,46.869999,19637175.0,920394372.612825,150990000.0,13199000.0,782603372.612825
4,QADA,2019-07-31,43.139999,19809812.0,854595269.8701881,141768000.0,13081000.0,725908269.8701881
3,QADA,2019-10-31,46.48,20350824.0,945906299.52,133815000.0,12964000.0,825055299.52
2,QADA,2020-01-31,51.450001,20433000.0,1051277870.433,136717000.0,12844000.0,927404870.433
1,QADA,2020-04-30,42.32,20433000.0,864724560.0,140154000.0,12723000.0,737293560.0
0,QADA,2020-07-31,39.509998,20566000.0,812562618.868,140707000.0,12600000.0,684455618.868
12,QADB,2017-04-30,25.719999,19027059.0,489375938.452941,153348000.0,14104000.0,350131938.452941
11,QADB,2017-07-31,25.200001,19210571.0,484106408.410571,149202000.0,13996000.0,348900408.410571
10,QADB,2017-10-31,30.6,19243480.0,588850488.0,140027000.0,13888000.0,462711488.0
9,QADB,2018-01-31,33.189999,19249895.0,638903995.800105,147023000.0,13779000.0,505659995.800105
8,QADB,2018-04-30,33.509998,19424272.0,650907315.871456,144389000.0,13665000.0,520183315.871456
7,QADB,2018-07-31,39.0,19614030.0,764947170.0,139528000.0,13551000.0,638970170.0
6,QADB,2018-10-31,30.290001,19625013.0,594441663.395013,138080000.0,13438000.0,469799663.395013
5,QADB,2019-01-31,31.1,19627454.0,610413819.4,139413000.0,13323000.0,484323819.4
4,QADB,2019-04-30,32.950001,19637175.0,647044935.887175,150990000.0,13199000.0,509253935.88717496
3,QADB,2019-07-31,33.009998,19809812.0,653921854.5003761,141768000.0,13081000.0,525234854.5003761
2,QADB,2019-10-31,36.0,20350824.0,732629664.0,133815000.0,12964000.0,611778664.0
1,QADB,2020-01-31,36.5,20429848.0,745689452.0,136717000.0,12844000.0,621816452.0
0,QADB,2020-10-31,30.5,20429848.0,623110364.0,143392000.0,1042000.0,480760364.0
12,QLYS,2017-12-31,61.1,38278000.0,2338785800.0,86591000.0,0.0,2252194800.0
11,QLYS,2018-03-31,71.85,38789000.0,2786989650.0,93174000.0,0.0,2693815650.0
10,QLYS,2018-06-30,84.3,38987000.0,3286604100.0,86779000.0,0.0,3199825100.0
9,QLYS,2018-09-30,86.05,39170000.0,3370578500.0,97964000.0,0.0,3272614500.0
8,QLYS,2018-12-31,74.74,39200000.0,2929808000.0,41026000.0,0.0,2888782000.0
7,QLYS,2019-03-31,82.63,39109000.0,3231576670.0,93127000.0,0.0,3138449670.0
6,QLYS,2019-06-30,86.51,39198000.0,3391018980.0,91381000.0,0.0,3299637980.0
5,QLYS,2019-09-30,75.57,39014000.0,2948287979.9999995,75615000.0,0.0,2872672979.9999995
4,QLYS,2019-12-31,83.37,39003000.0,3251680110.0,87559000.0,0.0,3164121110.0
3,QLYS,2020-03-31,86.99,39112000.0,3402352880.0,147565000.0,0.0,3254787880.0
2,QLYS,2020-06-30,104.02,39161000.0,4073527220.0,113909000.0,0.0,3959618220.0
1,QLYS,2020-09-30,98.010002,39238000.0,3845716458.476,93027000.0,48392000.0,3801081458.476
0,QLYS,2020-12-31,121.870003,39238000.0,4781935177.714,74132000.0,0.0,4707803177.714
12,QMCO,2017-03-31,6.96,33957000.0,236340720.0,12958000.0,127855000.0,351237720.0
11,QMCO,2017-06-30,7.81,34084000.0,266196040.0,8661000.0,123145000.0,380680040.0
10,QMCO,2017-09-30,6.12,34561000.0,211513320.0,9504000.0,127665000.0,329674320.0
9,QMCO,2018-09-30,2.21,35502000.0,78459420.0,5704000.0,127514000.0,200269420.0
8,QMCO,2018-12-31,2.0,35552000.0,71104000.0,10926000.0,138573000.0,198751000.0
7,QMCO,2019-03-31,2.35,36045000.0,84705750.0,10790000.0,147271000.0,221186750.0
6,QMCO,2019-06-30,2.64,36045000.0,95158800.0,10806000.0,147772000.0,232124800.0
5,QMCO,2019-09-30,5.7,36297000.0,206892900.0,6000000.0,155250000.0,356142900.0
4,QMCO,2019-12-31,7.42,38134000.0,282954280.0,7542000.0,154064000.0,429476280.0
3,QMCO,2020-03-31,2.95,39904000.0,117716800.0,6440000.0,154168000.0,265444800.0
2,QMCO,2020-06-30,3.86,39905000.0,154033300.0,23307000.0,170630000.0,301356300.0
1,QMCO,2020-09-30,4.6,40286000.0,185315600.0,12517000.0,172398000.0,345196600.0
0,QMCO,2020-12-31,6.12,40927000.0,250473240.0,11632000.0,180126000.0,418967240.0
12,RBBN,2017-12-31,7.74,86567000.0,670028580.0,57073000.0,42500000.0,655455580.0
11,RBBN,2018-03-31,5.02,101917000.0,511623339.99999994,58589000.0,42500000.0,495534339.99999994
10,RBBN,2018-06-30,7.12,102160000.0,727379200.0,33411000.0,42922000.0,736890200.0
9,RBBN,2018-09-30,6.79,104918000.0,712393220.0,35984000.0,81500000.0,757909220.0
8,RBBN,2018-12-31,4.82,106607000.0,513845740.00000006,43694000.0,79100000.0,549251740.0
7,RBBN,2019-03-31,5.18,108167000.0,560305060.0,43938000.0,81716000.0,598083060.0
6,RBBN,2019-06-30,4.97,110394000.0,548658180.0,51186000.0,84715000.0,582187180.0
5,RBBN,2019-09-30,5.84,110080000.0,642867200.0,40397000.0,83105000.0,685575200.0
4,RBBN,2019-12-31,3.1,110269000.0,341833900.0,44643000.0,56495000.0,353685900.0
3,RBBN,2020-03-31,3.03,120992000.0,366605760.0,96830000.0,395243000.0,665018760.0
2,RBBN,2020-06-30,3.93,144483000.0,567818190.0,80992000.0,392152000.0,878978190.0
1,RBBN,2020-09-30,3.87,144948000.0,560948760.0,103698000.0,386935000.0,844185760.0
0,RBBN,2020-12-31,6.56,145311000.0,953240160.0,128428000.0,384566000.0,1209378160.0
12,RCII,2017-12-31,10.48,53312000.0,558709760.0,72968000.0,672887000.0,1158628760.0
11,RCII,2018-03-31,8.72,53406000.0,465700320.00000006,81393000.0,596504000.0,980811320.0
10,RCII,2018-06-30,14.72,53450000.0,786784000.0,116833000.0,577428000.0,1247379000.0
9,RCII,2018-09-30,14.16,53508000.0,757673280.0,111008000.0,539719000.0,1186384280.0
8,RCII,2018-12-31,16.190001,53521000.0,866505043.5209999,155391000.0,540042000.0,1251156043.521
7,RCII,2019-03-31,20.889999,53930000.0,1126597646.07,237744000.0,540357000.0,1429210646.07
6,RCII,2019-06-30,27.09,54153000.0,1467004770.0,353139000.0,540676000.0,1654541770.0
5,RCII,2019-09-30,25.790001,54487000.0,1405219784.487,73682000.0,251001000.0,1582538784.487
4,RCII,2019-12-31,28.84,54730000.0,1578413200.0,70494000.0,230913000.0,1738832200.0
3,RCII,2020-03-31,14.14,54774000.0,774504360.0,182919000.0,353821000.0,945406360.0
2,RCII,2020-06-30,27.82,53800000.0,1496716000.0,206426000.0,190708000.0,1480998000.0
1,RCII,2020-09-30,29.889999,53985000.0,1613611596.0149999,227398000.0,381198000.0,1767411596.0149999
0,RCII,2020-12-31,38.290001,53985000.0,2067085703.985,159449000.0,196225000.0,2103861703.985
12,RIOT,2017-09-30,5.16,5401552.0,27872008.32,13139722.0,215712.0,14947998.32
11,RIOT,2017-12-31,27.9,12289785.0,342885001.5,41651965.0,135574.0,301368610.5
10,RIOT,2018-03-31,6.36,12289785.0,78163032.60000001,5257534.0,829608.0,73735106.60000001
9,RIOT,2018-06-30,6.34,13511427.0,85662447.17999999,1654034.0,775555.0,84783968.17999999
8,RIOT,2018-09-30,3.45,14197763.0,48982282.35,1607085.0,1696083.0,49071280.35
7,RIOT,2018-12-31,1.51,14449628.0,21818938.28,225390.0,1696083.0,23289631.28
6,RIOT,2019-03-31,3.54,14449628.0,51151683.12,1016019.0,9671391.0,59807055.12
5,RIOT,2019-06-30,2.71,15995092.0,43346699.32,16110630.0,0.0,27236069.32
4,RIOT,2019-09-30,1.78,23371856.0,41601903.68,15162781.0,0.0,26439122.68
3,RIOT,2019-12-31,1.12,28585915.0,32016224.800000004,7440000.0,0.0,24576224.800000004
2,RIOT,2020-03-31,0.833,28585915.0,23812067.195,13956000.0,0.0,9856067.195
1,RIOT,2020-06-30,2.22,34528836.0,76654015.92,9140000.0,0.0,67514015.92
0,RIOT,2020-09-30,2.7,44773870.0,120889449.00000001,30086000.0,0.0,90803449.00000001
1,RXT,2020-09-30,19.290001,186700000.0,3601443186.7,253200000.0,3421200000.0,6769443186.7
0,RXT,2020-12-31,19.059999,200700000.0,3825341799.3,104700000.0,3362700000.0,7083341799.3
12,SABR,2017-06-30,21.77,278441000.0,6061660570.0,306696000.0,3485999000.0,9240963570.0
11,SABR,2017-09-30,18.1,277477000.0,5022333700.0,268268000.0,3469551000.0,8223616700.0
10,SABR,2017-12-31,20.65,274272000.0,5663716800.0,361381000.0,3455869000.0,8758204800.0
9,SABR,2018-03-31,20.780001,274720000.0,5708681874.719999,361103000.0,3444212000.0,8791790874.72
8,SABR,2018-06-30,24.639999,275715000.0,6793617324.285,370003000.0,3431994000.0,9855608324.285
7,SABR,2018-09-30,25.34,275175000.0,6972934500.0,444321000.0,3419821000.0,9948434500.0
6,SABR,2018-12-31,21.639999,275322000.0,5957967804.6779995,509265000.0,3405902000.0,8854604804.678
5,SABR,2019-03-31,21.59,275589000.0,5949966510.0,459487000.0,3393751000.0,8884230510.0
4,SABR,2019-06-30,22.84,274245000.0,6263755800.0,396848000.0,3381583000.0,9248490800.0
3,SABR,2019-09-30,22.395,273763000.0,6130922385.0,473428000.0,3362371000.0,9019865385.0
2,SABR,2019-12-31,22.440001,273699000.0,6141805833.698999,436176000.0,3343435000.0,9049064833.699
1,SABR,2020-03-31,5.93,274037000.0,1625039410.0,684472000.0,3699082000.0,4639649410.0
0,SABR,2020-06-30,8.06,275693000.0,2222085580.0,1306288000.0,4686354000.0,5602151580.0
12,SANM,2017-12-30,33.0,71600000.0,2362800000.0,405000000.0,392000000.0,2349800000.0
11,SANM,2018-03-31,26.0,70441000.0,1831466000.0,405277000.0,637652000.0,2063841000.0
10,SANM,2018-06-30,29.3,68907000.0,2018975100.0,404777000.0,625842000.0,2240040100.0
9,SANM,2018-09-29,27.6,68200000.0,1882320000.0,420000000.0,14000000.0,1476320000.0
8,SANM,2018-12-29,23.8,70901000.0,1687443800.0,409290000.0,14361000.0,1292514800.0
7,SANM,2019-03-30,28.85,71446000.0,2061217100.0,405494000.0,0.0,1655723100.0
6,SANM,2019-06-29,30.28,72007000.0,2180371960.0,414273000.0,351472000.0,2117570960.0
5,SANM,2019-09-28,32.12,72332000.0,2323303840.0,454741000.0,346971000.0,2215533840.0
4,SANM,2019-12-28,34.18,72598000.0,2481399640.0,430564000.0,342537000.0,2393372640.0
3,SANM,2020-03-28,25.32,72245000.0,1829243400.0,1114585000.0,988105000.0,1702763400.0
2,SANM,2020-06-27,23.92,69645000.0,1665908400.0,1117217000.0,983675000.0,1532366400.0
1,SANM,2020-10-03,26.549999,69645000.0,1849074680.355,480526000.0,37500000.0,1406048680.355
0,SANM,2021-01-02,31.690001,69645000.0,2207050119.645,516030000.0,37500000.0,1728520119.645
6,SCPL,2019-06-30,13.43,22700000.0,304861000.0,50400000.0,0.0,254461000.0
5,SCPL,2019-09-30,10.7,22700000.0,242889999.99999997,81300000.0,0.0,161589999.99999997
4,SCPL,2019-12-31,12.29,22700000.0,278983000.0,110600000.0,0.0,168383000.0
3,SCPL,2020-03-31,9.525,22700000.0,216217500.0,132600000.0,0.0,83617500.0
2,SCPL,2020-06-30,14.83,22800000.0,338124000.0,156100000.0,0.0,182024000.0
1,SCPL,2020-09-30,16.219999,22800000.0,369815977.20000005,210300000.0,0.0,159515977.20000005
0,SCPL,2020-12-31,13.85,22800000.0,315780000.0,268900000.0,0.0,46880000.0
12,SCSC,2017-12-31,35.7,25506000.0,910564200.0000001,35435000.0,360932000.0,1236061200.0
11,SCSC,2018-03-31,34.35,25572000.0,878398200.0,35361000.0,282158000.0,1125195200.0
10,SCSC,2018-06-30,40.3,25577000.0,1030753099.9999999,25530000.0,249429000.0,1254652100.0
9,SCSC,2018-09-30,38.61,25599000.0,988377390.0,18858000.0,281859000.0,1251378390.0
8,SCSC,2018-12-31,34.38,25640000.0,881503200.0000001,22749000.0,372410000.0,1231164200.0
7,SCSC,2019-03-31,36.32,25704000.0,933569280.0,20400000.0,347672000.0,1260841280.0
6,SCSC,2019-06-30,32.75,25627000.0,839284250.0,23818000.0,360506000.0,1175972250.0
5,SCSC,2019-09-30,30.55,25539000.0,780216450.0,25877000.0,370330000.0,1124669450.0
4,SCSC,2019-12-31,36.95,25274000.0,933874300.0000001,42005000.0,357745000.0,1249614300.0
3,SCSC,2020-03-31,21.39,25346000.0,542150940.0,34596000.0,320596000.0,828150940.0
2,SCSC,2020-06-30,24.09,25353000.0,610753770.0,29485000.0,218728000.0,799996770.0
1,SCSC,2020-09-30,19.83,25361000.0,502908629.99999994,49889000.0,148799000.0,601818630.0
0,SCSC,2020-12-31,26.379999,25395000.0,669920074.605,67187000.0,151924000.0,754657074.605
